House Size (Acres),Number of Bedrooms,Number of Bathrooms,Year Built,Distance from City Center (km),Price (Lakhs to Crores)
4.64,4,3,1969,45.58,200.11
1.1,2,3,1952,34.23,409.35
3.6,3,3,1999,15.79,779.34
2.83,5,3,1952,32.8,438.96
3.69,4,1,1967,46.04,245.96
3.37,2,4,1994,16.35,569.43
2.58,2,1,1967,26.64,944.51
4.58,5,2,1967,26.03,345.8
1.02,2,1,1956,48.23,631.11
1.71,3,1,2012,19.17,898.28
4.88,1,2,2006,46.52,915.6
0.94,5,1,1973,48.77,159.11
1.24,1,4,1973,2.95,398.02
3.51,6,4,1970,40.89,416.31
1.8,2,3,1974,12.53,741.27
1.0,6,4,2021,19.99,152.66
3.5,5,3,1998,21.04,664.12
1.11,5,4,1995,34.54,111.22
4.65,5,4,1966,44.12,726.21
3.05,4,2,1997,13.37,956.15
1.76,3,1,2002,5.36,118.59
1.03,6,1,1952,21.67,922.52
4.47,6,3,2017,11.06,976.04
0.26,1,2,1983,10.44,632.72
1.51,6,3,1998,21.1,923.89
3.16,4,2,2001,49.66,289.76
4.69,6,4,1993,12.87,587.13
4.11,6,3,1952,1.47,266.41
2.12,5,2,1979,4.13,944.84
1.85,2,4,1991,4.69,792.05
1.92,4,3,2020,12.95,374.86
0.62,1,4,1998,15.97,469.55
3.05,6,4,1962,45.45,79.21
2.76,6,4,1970,41.4,22.24
3.86,5,4,1961,37.54,703.02
1.2,4,4,1972,6.72,380.47
2.31,2,4,1957,21.44,520.41
0.89,1,2,2014,44.22,442.81
1.84,5,2,1970,44.7,445.36
4.39,4,1,1997,47.22,601.25
3.31,5,2,1985,49.46,773.41
4.97,5,2,1989,38.56,583.2
3.97,1,4,1958,37.1,131.77
1.87,1,4,1991,45.21,122.95
2.63,3,2,1978,9.05,692.29
3.71,6,3,1975,22.75,830.46
2.4,4,4,1956,37.04,809.77
1.19,1,3,1974,16.81,179.5
0.98,3,1,1993,15.49,987.98
3.09,3,2,2008,29.21,201.98
2.76,3,1,2008,42.19,691.46
3.98,6,1,2020,28.36,209.93
3.82,6,4,1998,26.47,165.05
4.28,3,1,2010,14.96,21.75
4.57,2,1,2006,24.31,803.25
3.51,3,3,2021,46.45,128.01
4.17,5,4,1990,25.63,259.46
1.04,3,4,2005,17.28,699.99
4.28,4,3,1975,17.53,645.8
1.85,4,1,1954,21.63,509.26
1.93,2,2,2020,23.1,852.43
3.1,5,4,2020,9.67,158.89
0.44,1,2,1951,8.55,784.78
4.75,1,4,1984,10.93,577.08
0.65,5,4,2014,39.71,94.22
1.49,4,2,1960,7.55,55.45
1.45,1,3,2021,15.39,614.87
2.88,6,4,1986,16.37,684.74
1.91,5,1,1956,2.88,75.99
4.64,4,4,1958,10.43,486.54
3.9,2,3,1995,8.22,257.4
4.21,6,2,1971,19.31,977.61
1.19,4,1,1980,26.49,464.65
3.64,4,2,1982,10.98,652.91
4.67,2,3,1950,49.22,278.09
0.37,1,1,1987,42.43,127.94
4.26,3,2,1966,27.37,286.39
2.11,5,4,1986,8.84,92.26
2.96,3,2,1959,46.61,799.15
4.32,4,2,1989,9.68,481.23
1.47,6,4,1991,1.52,105.04
0.43,3,2,2008,12.24,684.05
1.19,4,3,2011,24.32,643.69
0.74,4,3,1996,36.21,773.09
4.67,6,1,1970,7.68,900.09
4.15,6,3,2009,2.44,872.45
4.47,6,3,1990,22.2,707.95
2.81,4,2,2015,10.12,782.73
2.97,5,3,1974,26.02,923.47
3.23,5,2,1982,18.39,202.86
1.82,2,3,2021,5.53,529.54
3.54,1,2,2003,32.84,283.54
2.79,5,1,1969,34.96,483.49
1.76,5,1,1960,43.75,25.19
4.76,2,2,1971,27.33,899.8
1.95,3,4,1972,35.64,842.77
3.17,5,1,2020,6.15,215.04
4.61,1,2,1957,22.57,283.83
0.54,2,3,2006,43.65,990.09
4.99,4,1,1957,11.96,834.13
0.18,4,4,2018,18.22,250.98
4.8,3,4,1964,32.82,121.58
1.41,4,3,2001,40.38,917.71
0.79,4,3,2016,7.6,523.87
2.69,1,1,1971,20.66,898.03
3.47,6,2,1986,13.58,733.49
4.48,6,2,1993,17.46,973.32
4.67,5,3,1982,27.13,943.32
0.21,1,4,2016,42.79,579.2
2.3,4,3,1969,5.4,556.96
1.2,3,3,1985,12.94,328.72
1.93,1,2,2002,41.9,933.75
4.48,3,1,2017,47.95,754.78
4.33,4,2,1958,40.02,631.01
4.8,2,4,1963,28.28,201.07
0.78,3,1,1992,44.77,173.5
3.23,1,2,1994,49.34,998.32
4.41,1,2,1987,38.07,479.14
3.74,3,2,1965,33.06,73.71
0.98,2,2,2004,30.58,832.74
4.62,6,1,2011,25.49,932.47
1.87,2,2,1996,16.91,392.05
0.31,5,4,1983,19.05,72.71
1.76,3,1,1984,29.78,283.23
3.02,4,4,2017,27.78,752.36
4.61,3,1,2015,13.41,609.33
4.07,3,2,2013,9.01,903.95
1.55,5,3,2022,46.08,366.18
1.48,1,3,1985,38.72,111.01
3.28,3,4,2016,21.15,781.03
3.02,2,1,2011,32.35,692.91
2.5,5,1,1974,36.52,957.81
0.85,1,2,1986,23.17,222.19
4.97,3,3,1970,40.55,810.2
1.49,5,3,2013,27.78,651.63
3.08,6,2,1963,34.32,961.22
0.34,6,2,1972,4.19,310.0
1.21,2,1,1967,40.11,115.29
2.59,5,3,1955,47.44,307.14
2.7,3,1,1974,43.49,495.07
4.6,1,2,1975,17.93,643.0
0.84,1,4,1972,19.66,119.64
2.56,5,3,1990,18.77,966.41
2.22,3,2,1950,1.54,823.57
2.81,5,4,2003,40.19,777.25
2.97,5,4,1961,34.87,755.46
2.05,4,2,1989,4.11,159.36
4.23,6,1,2007,5.88,780.51
2.08,6,3,1960,10.65,163.36
1.4,5,3,1989,35.67,577.57
4.46,1,4,1963,5.46,92.68
1.61,3,1,1962,37.58,644.05
4.25,2,2,1995,30.83,517.25
4.27,3,3,1989,30.43,746.97
4.12,3,4,1982,38.68,281.09
3.61,5,3,1954,21.48,355.91
3.86,2,2,1967,29.75,989.29
2.85,3,3,1973,27.17,870.76
2.9,2,4,1961,33.0,903.33
1.85,1,4,1985,13.11,953.29
3.32,3,3,1975,15.09,382.59
1.69,1,1,1967,13.48,642.83
3.14,1,1,2015,49.64,427.38
1.56,6,2,2015,35.72,305.45
2.52,3,4,1979,9.55,377.69
1.69,1,2,1982,39.25,812.67
4.31,5,1,1974,22.13,189.18
4.07,6,1,1972,40.1,218.49
1.89,3,2,1988,23.6,157.99
3.05,6,2,1960,12.83,693.6
0.4,1,2,1994,13.26,972.57
1.67,1,3,1969,45.28,479.46
2.82,3,1,2007,20.48,310.56
4.84,5,3,1984,33.22,936.68
3.67,5,3,2001,6.28,850.56
0.27,1,3,2006,28.53,165.57
4.51,3,2,2008,18.21,835.18
4.31,5,4,1995,38.18,446.42
3.39,5,1,1984,8.09,973.9
4.1,6,4,2013,2.56,63.59
4.11,3,2,1997,35.43,983.87
0.66,3,3,1995,38.86,425.73
2.95,2,3,1974,10.24,960.88
0.66,4,3,1952,31.09,339.51
1.49,4,2,1994,46.56,150.27
3.74,6,1,2020,35.33,861.15
3.23,5,3,2017,49.3,685.38
0.19,2,2,1979,47.94,906.45
3.47,5,2,1980,28.45,713.0
4.34,5,1,1993,1.42,609.08
3.36,2,4,2001,34.66,980.96
3.13,2,4,1983,6.25,903.36
0.56,1,4,1981,24.85,485.07
3.5,2,1,1978,13.78,352.96
1.88,5,2,1967,28.7,742.61
4.0,2,3,1964,32.09,882.52
1.31,5,4,2017,10.51,834.29
2.39,6,4,2020,35.86,245.86
1.5,3,3,2021,18.02,750.62
2.77,4,4,1959,31.74,577.91
2.95,4,3,1968,29.56,58.22
0.8,6,2,1970,3.93,270.06
4.23,3,2,1983,40.97,841.09
4.52,2,3,1963,39.62,778.2
3.59,3,1,2003,10.35,969.33
1.55,5,3,2002,26.75,805.4
0.8,5,2,1995,12.95,686.66
2.6,6,3,2007,49.14,597.2
3.98,4,3,1966,8.76,733.16
1.56,1,1,2007,11.21,812.19
2.94,6,2,2019,10.82,878.07
4.88,4,3,2005,5.32,538.81
3.61,6,2,1957,5.9,944.72
2.37,2,3,1952,31.51,838.28
3.15,4,2,2001,23.93,456.0
2.18,5,4,1954,3.02,283.69
2.99,3,1,2014,10.27,736.12
3.68,3,4,1994,47.08,28.87
2.83,1,2,2021,8.01,184.82
1.67,4,1,1965,48.41,991.96
0.52,2,3,1981,10.48,694.62
3.93,4,1,1965,30.32,250.07
1.07,6,2,1996,20.32,194.62
1.4,6,1,2007,38.95,144.4
4.3,3,4,2013,10.81,406.0
2.2,6,2,1969,6.73,485.85
1.63,4,2,1982,24.06,946.2
1.69,2,1,1974,30.19,832.67
2.07,1,2,1991,2.53,128.46
4.59,4,3,1950,34.73,568.67
0.29,2,1,2010,48.15,648.16
3.9,1,3,1996,4.91,433.71
2.53,2,3,1990,49.08,492.59
2.53,3,4,1998,5.72,936.95
1.99,2,4,2007,9.81,40.67
1.66,2,1,2012,47.78,603.55
0.13,6,2,1962,12.14,719.68
3.44,1,4,1997,4.31,410.44
0.91,6,1,2022,21.24,995.2
1.02,3,4,1961,44.51,866.37
0.29,5,4,1951,30.91,139.75
1.96,5,4,1987,25.57,866.24
2.12,2,3,1998,11.64,896.77
4.18,4,4,2019,42.69,967.81
1.07,6,2,1979,12.56,610.24
2.87,6,4,2003,47.27,898.48
2.51,5,1,2017,24.71,547.94
0.68,5,3,1991,27.98,343.28
2.72,1,1,1982,26.48,512.95
4.44,5,4,1966,17.43,492.04
3.84,4,4,1999,11.85,873.8
2.55,2,2,1977,37.39,322.15
4.12,6,3,1954,22.47,885.83
0.37,3,3,1991,6.99,395.72
3.85,3,2,1964,2.33,18.54
3.16,4,1,1981,17.52,624.63
4.02,4,2,1996,46.5,210.29
1.42,6,4,1981,41.09,422.15
3.21,4,1,1986,8.15,78.77
1.72,4,2,1957,49.78,620.06
0.36,1,1,1969,12.49,621.26
1.55,2,2,1968,10.88,402.19
1.52,6,3,1983,21.32,370.36
3.44,5,4,2001,47.62,548.37
1.53,5,2,2001,33.5,377.77
2.57,2,4,1986,6.14,891.09
4.5,6,4,2014,42.53,279.18
3.08,6,4,1960,17.11,408.19
0.5,2,4,2008,31.33,568.39
2.5,3,4,1994,23.01,425.93
0.84,5,1,1966,46.19,640.08
3.29,3,4,1990,15.01,366.02
0.52,1,4,1965,16.38,221.75
1.42,6,2,2016,3.38,893.62
2.54,5,3,1984,12.48,790.22
3.86,6,1,1993,7.55,669.46
4.25,3,4,2022,12.51,428.19
0.88,3,4,2019,14.49,574.1
2.78,3,1,2013,20.3,358.1
1.1,5,4,1996,13.31,844.51
4.96,4,1,1974,23.07,998.08
4.21,4,4,1991,43.66,724.52
4.73,1,4,2021,49.91,269.3
3.93,5,2,1959,12.93,610.89
4.12,6,4,1964,43.42,668.57
3.51,4,4,1981,12.82,172.83
4.77,2,1,1984,2.47,663.7
3.82,6,1,2007,9.9,379.72
3.21,5,3,1966,34.33,755.86
1.84,2,4,2005,3.05,730.51
2.12,2,1,1972,13.67,910.18
1.15,3,3,1960,48.13,172.38
1.14,1,1,1982,25.41,20.31
3.98,5,2,2015,46.84,197.16
0.36,4,4,2003,23.56,25.43
2.01,6,2,1967,1.88,560.07
2.44,5,4,1957,48.85,275.28
0.41,2,1,2000,4.38,150.72
0.46,4,2,2014,43.54,652.74
1.45,4,1,1973,13.59,993.81
0.37,5,4,2003,12.51,280.36
4.48,4,4,2011,20.09,811.52
2.91,6,2,1964,29.03,505.25
2.55,5,1,2014,12.33,649.03
1.16,2,3,2008,29.11,629.91
3.43,3,4,1972,6.68,735.58
4.59,5,1,2005,10.92,798.53
4.52,2,4,1956,41.69,298.74
4.84,6,4,1990,9.81,678.56
4.08,2,2,1976,4.55,906.46
1.48,2,2,2019,25.11,962.58
4.41,3,2,1959,30.88,380.61
3.16,5,1,1994,46.04,460.18
3.1,6,1,1956,4.37,556.22
2.2,1,1,1987,9.96,103.8
1.07,3,1,1997,19.23,646.76
4.29,4,1,1986,1.16,798.22
2.6,1,4,1997,43.52,255.58
2.4,6,3,2020,44.26,920.75
2.36,3,1,2013,20.86,26.95
3.96,6,1,2016,32.57,365.69
3.52,2,3,2008,4.8,745.25
4.59,5,4,1985,28.62,325.65
3.05,2,1,1963,26.1,649.13
1.66,5,4,2018,35.87,637.36
4.25,2,4,1950,44.98,130.93
4.4,5,3,2012,47.37,351.63
1.59,4,3,1965,4.86,927.02
4.91,3,3,2005,19.48,440.18
4.43,3,1,2006,31.8,660.28
4.67,1,3,1959,49.38,704.17
4.15,5,4,1979,11.17,819.16
1.51,5,4,1996,39.24,688.27
4.78,5,1,1969,33.11,907.19
0.17,1,4,2021,35.68,52.18
1.02,6,1,1968,38.86,762.06
0.64,6,3,1993,42.03,599.14
2.93,3,4,2008,49.9,254.87
0.65,6,1,2014,23.39,195.79
2.12,4,3,1970,26.38,531.73
0.67,4,4,1998,35.55,365.91
3.25,4,1,1958,34.44,420.22
3.14,5,2,1970,19.27,176.98
3.49,2,1,1953,23.26,312.85
1.81,2,2,1986,28.28,870.43
3.13,6,4,1998,1.4,204.25
2.72,4,4,1962,39.84,274.95
0.64,6,4,2017,11.38,307.18
0.42,5,1,1968,16.59,54.28
4.54,1,3,2000,32.4,602.41
3.37,3,3,2010,17.37,889.56
0.65,3,4,2005,46.2,351.89
4.89,5,1,1977,29.18,505.49
4.84,3,1,1980,37.13,270.9
3.21,3,2,1994,11.02,116.2
3.26,6,3,2016,11.98,268.08
1.95,1,2,1977,17.68,476.19
4.72,5,1,1987,34.36,165.14
1.87,4,2,1976,26.04,917.79
4.88,6,4,1960,16.98,205.25
0.12,1,3,2002,28.78,436.58
1.58,4,4,1980,29.51,707.7
4.12,4,2,2010,41.23,53.79
3.33,3,1,2004,42.85,194.51
3.96,3,2,2001,10.96,651.56
2.94,1,2,1961,8.89,498.52
4.94,4,1,1996,39.78,838.76
3.87,4,2,2007,8.98,768.87
4.76,1,2,2006,19.45,879.65
4.59,6,2,1956,32.07,621.58
3.2,6,2,1980,40.23,979.09
1.03,5,2,1957,22.99,112.0
1.85,5,2,2022,14.45,784.57
2.27,4,3,2011,46.51,635.81
1.5,5,3,1989,30.4,241.0
1.06,5,4,1966,30.4,873.06
1.29,4,4,2009,46.02,773.29
3.06,6,1,1981,18.34,638.35
4.97,1,1,2001,42.18,499.3
3.49,5,2,1958,19.2,598.62
4.46,1,4,1978,45.92,650.09
2.6,5,4,2002,35.43,321.02
1.12,1,2,2015,19.52,849.87
4.32,1,2,1952,18.4,348.01
1.8,4,2,1992,45.51,330.45
4.63,6,2,1967,26.69,361.37
0.73,4,2,2005,31.6,675.11
1.09,4,4,1954,32.85,31.12
1.45,5,4,1980,31.26,619.68
3.23,5,4,1977,25.43,207.08
2.98,6,2,1991,38.38,85.02
2.38,1,3,1957,23.25,296.44
4.49,2,3,1996,37.94,402.85
2.68,1,2,1956,10.89,582.27
4.4,3,4,2015,33.72,314.38
1.49,1,2,1963,38.91,174.41
4.87,4,2,1995,45.76,727.13
0.56,5,2,1983,45.33,424.52
3.28,1,2,1952,43.49,339.95
0.35,2,1,2015,42.48,696.12
4.03,4,3,1966,15.87,150.25
0.74,1,4,1979,11.96,62.71
3.85,2,2,1983,34.14,911.09
3.86,3,4,2020,42.29,188.41
3.0,3,2,1985,19.62,191.84
1.85,6,4,2015,2.09,810.7
2.18,3,3,1994,4.86,214.8
1.95,1,3,1971,12.02,501.1
4.86,4,4,1999,21.64,967.43
4.55,3,1,2017,24.13,589.39
1.57,3,3,1981,35.09,357.08
4.01,4,3,2013,12.24,121.75
1.99,5,2,1969,31.45,632.02
1.51,6,1,1969,6.25,994.09
2.02,1,4,1986,44.61,47.11
3.82,6,1,2020,20.47,108.26
2.95,2,4,1966,7.87,790.88
3.55,3,4,1955,12.39,310.66
3.84,6,3,1988,42.17,289.38
2.86,6,4,1999,20.86,905.18
0.79,5,1,1997,49.42,633.9
4.61,5,3,1969,4.42,457.12
0.62,1,2,2021,12.45,517.39
2.65,3,4,2001,22.84,544.88
3.73,3,1,1970,22.88,469.16
3.41,2,2,2002,36.06,118.77
2.7,5,2,1986,16.09,343.22
0.85,5,3,1951,42.33,850.94
1.41,6,1,1995,8.77,442.95
2.95,4,1,1952,11.51,988.0
4.34,6,4,1980,29.88,548.27
1.43,3,4,1973,8.47,973.98
2.66,4,2,1969,28.98,604.63
3.36,6,2,1984,5.17,891.64
4.56,4,1,2017,30.26,366.62
4.2,3,4,2006,7.13,131.15
4.5,5,2,1952,5.42,245.85
4.88,2,3,1984,11.72,395.71
4.86,4,3,1999,28.51,106.84
3.48,5,2,2017,45.86,296.21
4.55,1,3,1982,8.84,262.99
2.12,2,4,1990,31.0,779.06
4.05,5,1,2004,13.52,479.62
1.49,2,2,2010,8.73,906.84
0.38,3,3,2000,42.3,620.04
1.89,3,1,1954,25.22,489.88
4.54,6,3,2006,15.34,862.51
3.2,1,4,2007,27.17,581.79
3.65,3,3,2010,24.24,243.74
2.73,2,2,1974,1.63,79.85
2.24,4,3,1985,6.64,614.55
1.17,4,3,1958,1.92,734.08
3.3,6,4,1995,31.47,269.12
1.89,4,4,1967,20.37,404.98
4.48,2,3,2022,12.09,923.15
4.46,4,4,1968,28.75,450.61
3.56,2,3,1994,38.09,824.16
4.91,6,3,1979,10.35,417.86
1.74,4,2,1996,7.99,562.06
3.47,3,3,1969,49.94,232.65
1.15,4,4,1961,14.81,303.78
4.95,3,1,2018,14.11,729.63
2.49,5,2,1951,20.03,590.55
3.01,4,4,2002,18.85,433.96
4.65,1,1,1955,10.53,598.01
1.51,6,2,1995,33.15,990.76
0.55,2,2,1973,35.87,614.77
3.78,4,1,1969,5.87,83.82
4.35,4,4,1962,44.49,986.15
4.92,6,4,1976,26.0,47.02
2.59,4,3,1996,21.78,773.99
0.95,1,4,2007,39.41,699.82
1.43,3,4,1998,28.21,674.2
3.85,6,4,1951,23.37,977.51
3.63,4,2,2022,25.49,538.53
4.4,1,2,1999,7.6,301.59
0.6,6,3,2010,3.14,759.34
1.55,4,4,1990,27.23,729.98
0.29,1,3,1971,7.52,848.91
2.64,4,3,1991,17.65,591.7
1.32,6,1,1953,27.97,223.95
1.81,6,2,2000,47.76,923.9
0.28,1,3,1999,11.97,323.34
3.55,2,2,1973,29.21,887.82
0.1,6,2,1957,13.05,624.36
3.19,1,3,1989,39.5,338.86
2.97,3,2,2000,8.62,186.75
1.08,2,4,1989,1.76,316.37
1.66,4,1,1965,18.56,265.73
4.4,6,3,1970,30.52,961.1
3.71,5,3,1979,21.82,770.29
0.36,1,1,1990,14.62,35.53
3.97,2,4,2000,34.6,255.09
2.85,3,2,1976,48.37,840.37
0.86,3,2,1964,11.97,397.6
1.79,2,2,1998,38.26,682.09
0.38,5,3,2008,2.31,311.36
0.44,4,1,1976,31.49,363.18
4.63,3,2,1963,18.36,741.88
1.21,4,3,1997,4.16,520.61
1.31,3,3,2008,26.68,364.56
2.75,6,2,1958,41.98,365.18
4.02,2,4,1989,24.62,604.69
0.11,2,1,1988,20.0,185.0
4.89,2,2,2003,12.2,871.46
3.63,2,2,2021,21.5,619.18
2.47,4,4,1978,5.29,859.08
0.6,3,1,2000,48.25,105.83
3.72,3,1,2021,21.57,756.91
0.14,3,1,1990,17.65,465.77
0.38,1,4,1996,4.82,17.64
3.74,5,3,2005,26.81,227.37
4.51,5,3,2008,33.4,49.29
3.76,1,2,2015,26.66,113.36
3.46,3,3,2006,15.73,645.87
2.96,1,3,1985,40.65,540.24
3.58,3,4,1967,27.17,682.86
0.35,5,3,1950,9.12,800.87
4.07,4,4,1970,33.02,289.83
1.57,5,4,2006,44.96,337.3
4.34,1,1,2020,42.54,870.09
3.81,6,2,1976,35.98,205.79
2.4,5,3,2020,27.92,638.31
1.15,1,1,2001,13.63,561.42
2.81,4,1,1991,14.8,85.73
2.73,1,4,1985,49.89,577.05
1.41,3,3,1960,29.81,523.99
1.08,1,3,2004,31.91,146.66
2.91,2,4,1978,31.18,288.25
2.52,6,2,1959,43.87,402.68
1.71,6,1,1966,12.96,816.42
4.5,1,4,1967,45.1,903.1
4.64,2,3,1977,42.36,857.66
2.47,6,1,1995,16.27,317.21
1.31,6,3,1965,33.43,557.89
0.53,2,2,1962,8.69,40.34
4.19,5,3,1968,37.72,67.71
3.08,4,3,2018,24.66,847.97
2.07,4,4,2010,47.93,601.21
0.6,5,3,1954,15.68,627.34
4.15,2,3,1992,35.19,852.87
4.53,1,4,1970,32.81,620.47
0.65,3,2,2009,23.4,430.63
0.61,6,2,1964,14.85,212.9
2.41,5,2,2012,39.07,310.46
2.88,5,1,2009,22.06,677.89
1.76,6,3,2005,37.42,543.18
3.98,5,4,1973,7.76,775.32
2.81,4,3,2002,41.66,395.25
1.31,4,1,2008,3.38,711.77
1.84,4,3,1992,16.38,23.9
3.46,6,1,1996,28.17,354.55
1.41,3,1,1978,31.71,555.74
2.84,5,2,1951,20.21,863.57
0.67,4,1,2018,11.89,899.07
4.09,5,3,1986,47.13,444.49
4.67,5,1,1965,36.85,756.48
3.61,6,4,1972,27.29,522.09
1.31,3,4,1988,23.58,415.35
0.9,1,1,1997,33.09,298.15
0.7,2,1,1970,9.58,714.2
1.75,6,1,2021,9.14,215.55
3.89,6,2,2019,39.48,237.18
1.17,4,3,1973,29.72,264.05
3.72,6,2,2008,30.85,458.56
1.32,1,1,1974,4.44,713.49
3.38,2,2,2019,29.44,512.94
3.09,1,4,1983,9.08,643.95
4.01,3,3,2001,28.11,242.07
0.8,4,1,1950,40.48,260.54
1.39,3,2,2005,46.91,410.28
3.08,6,3,1984,45.82,890.32
3.83,3,1,2008,46.15,184.68
2.22,2,2,1964,33.91,669.69
3.43,2,1,1989,8.9,646.11
4.96,6,1,1973,47.41,13.95
1.54,2,3,1998,20.85,714.98
3.86,4,1,2010,9.98,813.63
3.09,4,1,1955,46.57,207.79
4.09,6,2,1976,21.31,55.16
3.09,1,2,1960,20.95,782.93
0.97,6,3,1993,13.99,710.18
4.22,4,2,1965,33.45,649.8
2.61,1,1,1973,21.99,36.93
4.56,3,2,1989,23.15,946.38
2.42,6,1,2009,4.08,312.29
2.41,3,4,1983,14.14,65.4
2.52,6,1,1965,9.5,742.02
0.46,3,3,1957,45.11,351.44
0.6,2,3,1981,22.87,391.78
4.9,4,2,1955,2.16,708.86
2.64,5,2,1988,7.59,828.59
3.7,6,4,1983,40.32,414.86
4.68,4,1,1961,35.56,927.81
2.52,5,4,2016,32.04,968.79
3.49,6,1,1995,33.86,562.49
1.06,5,1,1963,1.39,712.0
4.4,1,4,2019,36.3,908.3
3.94,2,1,2000,29.0,281.79
3.43,2,3,1969,14.61,406.68
1.77,4,1,1979,31.51,411.73
1.51,5,4,1975,24.34,467.7
0.89,5,3,1998,10.04,378.96
2.98,3,2,1958,42.05,308.03
4.4,4,2,1951,32.82,70.02
0.7,5,3,1970,9.68,837.83
3.48,4,2,1969,37.16,168.89
3.87,1,2,1996,4.06,761.74
3.25,6,1,1957,28.59,241.84
4.62,4,2,1992,14.87,264.14
4.22,4,3,2004,48.56,363.78
2.32,5,1,1975,31.25,280.47
0.32,6,1,1963,15.61,330.17
1.86,3,3,1977,8.83,183.14
0.65,6,3,1979,47.43,446.11
1.48,5,4,2011,48.01,771.69
4.91,6,1,2020,47.18,281.83
4.93,5,2,1999,15.37,103.83
1.65,2,4,1962,22.46,367.31
0.23,4,3,1951,21.68,529.07
1.85,5,3,2012,10.02,758.15
4.15,5,4,1979,37.23,306.94
2.17,3,3,1991,8.3,864.73
4.29,3,2,2009,17.33,902.75
2.66,5,2,1989,31.88,320.44
2.95,4,2,2017,7.12,215.23
3.26,4,1,1956,17.12,136.77
3.8,2,3,1988,43.97,229.62
3.44,6,3,1996,8.4,32.11
2.22,1,1,1986,12.33,677.99
4.93,4,3,2016,16.55,805.24
0.15,5,1,1986,43.02,968.48
1.24,1,1,1964,37.58,654.64
1.36,1,1,1975,29.05,644.89
0.33,3,3,1998,8.76,431.39
2.4,5,3,2017,25.41,458.96
3.88,3,3,1982,41.09,171.07
3.77,4,4,1990,33.39,528.34
3.49,6,3,1988,29.47,71.17
2.8,4,4,1984,12.37,28.15
4.76,4,1,1990,33.65,585.18
3.77,2,2,1960,8.78,823.17
2.38,5,1,1986,8.36,104.08
4.99,5,4,1991,49.65,17.43
4.29,1,2,2005,21.05,219.59
4.53,5,1,1989,49.82,903.24
1.79,2,2,1989,47.61,777.36
0.99,5,3,1978,4.79,386.08
4.72,2,3,1988,3.44,659.45
4.4,3,2,1963,43.99,102.3
4.54,5,3,1969,1.53,93.14
4.38,2,4,1985,16.81,586.86
4.24,3,1,1987,20.59,559.47
2.88,1,4,1975,34.15,605.82
0.29,5,3,2016,43.93,924.83
1.37,4,4,2015,30.5,525.89
2.86,4,1,1995,8.6,796.49
0.73,1,1,1975,18.59,445.37
1.23,2,1,1985,3.71,796.69
1.83,6,3,2005,35.2,61.54
3.43,6,4,2010,19.3,258.09
0.84,6,3,2009,11.19,476.91
3.58,2,3,1951,21.06,389.01
3.14,4,2,1978,33.38,444.0
5.0,6,2,2018,19.19,383.82
0.23,2,1,1964,42.2,331.65
0.47,6,4,2021,2.92,571.56
1.9,2,3,2004,27.27,270.15
3.02,6,2,1987,18.82,847.45
4.79,5,4,1975,9.35,15.96
4.94,5,4,1983,2.32,668.29
1.07,1,1,2015,44.78,470.83
2.6,1,3,1995,35.6,72.71
2.11,6,4,1994,19.22,180.47
1.27,4,1,1976,34.8,298.08
0.55,3,3,1968,2.7,82.49
0.77,2,2,1984,35.07,164.54
4.57,2,2,2004,19.61,743.91
3.73,2,1,2021,41.36,719.27
4.35,2,1,1991,40.88,57.8
1.73,4,4,1985,26.25,368.84
4.75,6,3,1974,5.33,643.18
1.66,2,2,1962,7.21,630.94
2.62,6,3,1962,29.61,184.55
4.06,3,4,1978,30.6,130.4
3.85,4,3,1969,13.72,242.05
1.19,4,1,2007,7.28,76.99
0.73,1,1,1989,44.07,545.85
2.24,5,3,1976,38.63,848.51
3.01,1,3,2001,34.1,387.11
1.65,3,3,1962,18.72,73.46
0.14,4,3,1989,47.84,79.44
2.19,1,3,1994,19.93,589.8
5.0,6,2,2006,27.63,536.13
1.06,3,2,1953,18.06,342.23
4.83,3,2,1971,12.96,668.87
4.63,3,2,2000,38.88,536.64
2.96,6,4,2005,48.97,207.95
0.13,5,4,1988,49.56,777.21
3.94,2,2,1972,14.54,471.1
3.24,1,1,1974,16.64,784.7
4.47,6,1,1977,10.35,765.37
0.85,3,1,2008,6.02,808.87
2.29,2,3,1993,16.23,356.86
2.17,3,1,1999,27.19,305.18
3.22,2,1,2000,19.12,382.74
3.55,6,4,1966,26.35,51.11
2.34,1,3,2019,48.76,136.33
3.91,3,3,1993,36.15,661.28
1.17,4,4,1955,20.24,847.21
3.76,5,1,1991,20.41,138.93
4.13,6,1,1983,14.39,784.78
0.44,1,2,1989,36.75,434.99
2.59,5,1,1959,21.52,519.98
1.03,2,3,1993,41.33,172.34
1.42,4,1,1983,47.57,178.39
2.78,6,2,1963,43.35,710.42
4.62,6,2,1967,32.36,961.82
2.81,4,1,2019,48.42,496.71
2.64,2,4,1972,36.89,863.2
3.38,1,4,1966,9.48,909.63
3.93,2,4,2020,43.25,429.06
1.69,2,4,1994,30.63,130.97
4.16,5,3,2014,19.63,913.07
4.66,3,2,1983,28.65,183.14
3.41,6,2,1989,39.94,79.54
3.96,5,1,1975,33.3,459.41
4.34,5,4,2006,14.71,67.33
3.65,1,4,1959,40.71,203.48
3.57,3,2,1980,29.5,528.95
2.85,2,2,1968,31.03,424.36
1.98,1,3,2020,38.06,576.03
3.57,2,2,1994,42.0,575.76
